
0.00000,69.000
0.02882,65.857
0.05764,67.829
0.08646,64.829
0.11527,63.886
0.14409,65.000
0.17291,65.171
0.20173,63.800
0.23055,64.914
0.25937,67.286
0.28818,66.571
0.31700,67.629
0.34582,66.686
0.37464,64.371
0.40346,64.400
0.43228,66.857
0.46110,67.457
0.48991,65.486
0.51873,67.000
0.54755,70.000
0.57637,70.857
0.60519,68.000
0.63401,67.819
0.66282,71.648
0.69164,74.448
0.72046,73.857
0.74928,77.667
0.77810,78.229
0.80692,75.733
0.83573,78.352
0.86455,80.810
0.89337,75.210
0.92219,73.800
0.95101,81.924
0.97983,86.743
1.00865,86.333
1.03746,85.781
1.06628,84.952
1.09510,85.924
1.12392,85.971
1.15274,86.048
1.18156,86.124
1.21037,83.800
1.23919,84.581
1.26801,82.924
1.29683,83.095
1.32565,82.352
1.35447,73.352
1.38329,70.152
1.41210,76.600
1.44092,78.000
1.46974,75.829
1.49856,73.552
1.52738,70.295
1.55620,69.467
1.58501,69.238
1.61383,70.133
1.64265,71.190
1.67147,65.343
1.70029,65.314
1.72911,63.000
1.75793,62.000
1.78674,62.457
1.81556,65.600
1.84438,66.171
1.87320,66.714
1.90202,69.714
1.93084,66.410
1.95965,65.038
1.98847,67.705
2.01729,73.667
2.04611,78.562
2.07493,82.238
2.10375,85.105
2.13256,88.752
2.16138,85.619
2.19020,85.400
2.21902,90.400
2.24784,99.429
2.27666,103.743
2.30548,104.381
2.33429,102.238
2.36311,102.152
2.39193,99.933
2.42075,104.267
2.44957,104.857
2.47839,100.257
2.50720,99.905
2.53602,102.105
2.56484,99.333
2.59366,106.286
2.62248,102.600
2.65130,105.619
2.68012,105.629
2.70893,96.762
2.73775,93.286
2.76657,95.724
2.79539,94.619
2.82421,89.000
2.85303,84.400
2.88184,77.429
2.91066,88.495
2.93948,93.619
2.96830,76.133
2.99712,66.562
3.02594,64.000
3.05475,69.200
3.08357,78.762
3.11239,80.171
3.14121,76.990
3.17003,80.000
3.19885,85.419
3.22767,92.000
3.25648,100.952
3.28530,100.038
3.31412,108.619
3.34294,123.305
3.37176,116.267
3.40058,117.857
3.42939,126.267
3.45821,137.381
3.48703,123.571
3.51585,119.733
3.54467,129.276
3.57349,123.971
3.60231,120.095
3.63112,109.867
3.65994,113.486
3.68876,131.048
3.71758,114.771
3.74640,123.810
3.77522,129.819
3.80403,133.324
3.83285,134.267
3.86167,145.333
3.89049,135.381
3.91931,133.495
3.94813,137.067
3.97695,150.790
4.00576,157.286
4.03458,160.000
4.06340,160.095
4.09222,155.019
4.12104,161.390
4.14986,161.524
4.17867,167.952
4.20749,168.590
4.23631,158.267
4.26513,158.867
4.29395,160.657
4.32277,140.714
4.35158,143.448
4.38040,152.743
4.40922,149.600
4.43804,157.933
4.46686,151.190
4.49568,145.543
4.52450,158.952
4.55331,174.657
4.58213,173.410
4.61095,161.429
4.63977,150.533
4.66859,164.229
4.69741,158.467
4.72622,140.238
4.75504,141.286
4.78386,136.733
4.81268,144.695
4.84150,147.267
4.87032,143.152
4.89914,135.524
4.92795,129.448
4.95677,133.086
4.98559,130.019
5.01441,126.238
5.04323,128.667
5.07205,125.933
5.10086,122.181
5.12968,114.314
5.15850,117.867
5.18732,122.000
5.21614,125.171
5.24496,133.333
5.27378,126.352
5.30259,131.905
5.33141,124.952
5.36023,118.305
5.38905,115.276
5.41787,113.448
5.44669,109.867
5.47550,101.762
5.50432,91.390
5.53314,91.124
5.56196,96.248
5.59078,73.743
5.61960,67.810
5.64842,63.267
5.67723,61.486
5.70605,62.381
5.73487,63.524
5.76369,67.952
5.79251,71.390
5.82133,78.229
5.85014,83.400
5.87896,91.381
5.90778,100.095
5.93660,105.095
5.96542,105.629
5.99424,108.162
6.02305,111.305
6.05187,106.667
6.08069,100.029
6.10951,99.048
6.13833,99.267
6.16715,104.848
6.19597,108.619
6.22478,100.124
6.25360,98.867
6.28242,116.362
6.31124,114.686
6.34006,113.190
6.36888,115.981
6.39769,116.867
6.42651,107.571
6.45533,99.467
6.48415,102.095
6.51297,105.362
6.54179,99.210
6.57061,93.771
6.59942,93.676
6.62824,97.619
6.65706,99.400
6.68588,94.933
6.71470,87.819
6.74352,79.495
6.77233,75.571
6.80115,72.981
6.82997,72.724
6.85879,69.933
6.88761,66.029
6.91643,62.571
6.94524,62.229
6.97406,61.257
7.00288,64.038
7.03170,64.000
7.06052,63.000
7.08934,62.943
7.11816,66.771
7.14697,69.571
7.17579,70.314
7.20461,67.667
7.23343,68.771
7.26225,70.400
7.29107,71.171
7.31988,70.429
7.34870,69.190
7.37752,69.629
7.40634,70.552
7.43516,71.695
7.46398,75.467
7.49280,78.810
7.52161,77.552
7.55043,73.638
7.57925,70.848
7.60807,72.371
7.63689,74.810
7.66571,71.067
7.69452,77.867
7.72334,80.781
7.75216,75.124
7.78098,68.381
7.80980,65.924
7.83862,63.667
7.86743,60.667
7.89625,65.295
7.92507,67.381
7.95389,67.514
7.98271,64.200
8.01153,60.505
8.04035,60.505
8.06916,63.333
8.09798,64.524
8.12680,61.305
8.15562,58.819
8.18444,59.876
8.21326,60.905
8.24207,57.819
8.27089,59.333
8.29971,60.400
8.32853,57.943
8.35735,57.000
8.38617,56.800
8.41499,57.257
8.44380,57.771
8.47262,57.400
8.50144,57.143
8.53026,56.086
8.55908,54.695
8.58790,53.638
8.61671,53.124
8.64553,52.667
8.67435,51.067
8.70317,49.410
8.73199,48.352
8.76081,47.981
8.78963,48.667
8.81844,50.152
8.84726,48.210
8.87608,46.467
8.90490,47.495
8.93372,49.524
8.96254,50.552
8.99135,48.667
9.02017,46.667
9.04899,47.971
9.07781,48.000
